,label,tweet,gender,katakunci,pasal,status,kronologis,agama
3475,anger,dear    apakah tidak ada sistem yang mendeteksi untuk memperbaharui perubahan harga ongkir  sudah taun  nih nombok terus setiap kirim paket gara ongkir tidak sesuai ,Perempuan,"babi, muslim, fuck",Pencemaran,Penyelidikan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
3476,fear,kemudian bayangkan ada sesuatu yang berdiri di sana  mengamatimu  jelas ritual itulah yang membawa makhluk itu ke sini  namun aku sama sekali tidak mengerti apa yang terjadi saat itu  pikiranku terlalu dipenuhi oleh rasa bingung dan takut ,Laki-laki,"Cina, anus, toilet, jamban, tai",Pencemaran,dihentikan karena restorative jaustice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen Protestan
3477,happy,acara nya seru bange  apalagi pas ka abdul nyanyi  suara nya bikin hati adem    the best deh      ,Perempuan,"bom, tidak tahu diri",UU ITE 27 Ayat 3,Naik kejaksaan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen
3478,fear,dari mulai disuruh  dibentak  dimarah marah  untungnya sih tidak ada kekerasan fisik ya  tapi dari segi mental itu yang jadi kita takut tidak nyaman buat pergi ke sekolah kita sendiri  walaupun katanya cuma akting  tapi tetep ajalah ngebekas ,Laki-laki,"pembohong, pendusta",pengancaman,Penyelidikan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
3479,anger,   jorr macet total  dari pintu tol pasar minggu sampai jati asih udah hampir  jam  banyak asongan di tengah jalan  truk di jalur paling kanan  bayar tol buat apa ya      ,Perempuan,"selingkuh, lobang kubur",Pasal 315 KUHP,Restorative Justice,PENCEMARAN NAMA BAIK,Kristen Protestan
3480,happy,kain batik asli indonesia pahat kayu buat bikin bangku makin asik dan hati bahagia lihat yang ayu  penguasa hatiku       ,Perempuan,"pembohong, pendusta",Pencemaran,lidik,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen
3481,anger,      saya sudah  bulan dana mengendap di bukalapak gara di bekukan ini bagaimana     semua pertanyaan dari pihak bukalapak dan bukti sudah saya kirim kan pedagang hanya mengirim barang terhadap pesanan lalu bl membekukan secara se,Laki-laki,Kodok betina,Pencemaran,Naik kejaksaan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
3482,happy,shawn mendes kalau pas nyanyi tanpa kita lihat orangnya  cuma bikin mesem gegara suaranya enak saja  pas sambil lihat orangnya    ya gini deh      ,Laki-laki,pelacur,Pencemaran,Putusan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
3483,love,cinta mencinta dicinta hal rumit yang memaksakan hal irasional menjadi rasional  jadi ketika ada yang jatuh cinta kepadamu  jangan heran dan bertanya  kok bisa yah  ,Perempuan,"fuck, fucking bitch, fat bitch",pengancaman,vonis 2 tahun,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen Protestan
3484,anger,terlalu berlebihan bila masjid dianggap tempat munculnya  radikalisme   pola pikir kita telah terbawa oleh yang buat sekenario  seakan oknum umat islam  saja  lah yang  radikal   sadari perang pemikiran kaum sekuler  betul kta aa gym dibawah  terorisme mustahil lahir dari agama    ,Perempuan,pelacur,Pencemaran,Penyelidikan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Islam
3485,anger,sudah saatnya menjadi singa yang garang dan terhormat   bukan lagi menjadi anjing penjaga kepentingan yang memberi makan           ,Perempuan,"fuck, fucking bitch, fat bitch",pengancaman,dihentikan karena restorative jaustice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
3486,sadness,daritadi notifikasi twitter saya tidak berhenti berbunyi  padahal saya mau tidur  saya cek dan ternyata semua notifikasi dari bmkg yang mengabarkan gempa gempa susulan yang terjadi di lombok  saya benar benar sedih dan saya berdoa semoga kita mendapat perlindungan tuhan  amin ,Laki-laki,penipu,Pencemaran nama baik,Penyelidikan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
3487,fear,harus cepat capcus nicch    warga jakarta diperkirakan mulai mudik ke arah jawa dan sumatera mulai jumat   juni  ,Laki-laki,"Cina, anus, toilet, jamban, tai","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",lidik,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
3488,sadness,pas nonton dba   ada lagu itu  ya allah mas  mewek aku dikamar  ditanya mama   mbak kenapa nangis     nonton film arema ma  mama malah ketawa loo rek ,Perempuan,penipu,Pencemaran nama baik,vonis 2 tahun,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
3489,anger,   setuju  lagipula tidak semua calon mahasiswa mampu di bidang saintek  kalau sampai ada fokus lebih ke bidang tertentu  bagaimana nasib mereka yang mampu di bidang sosial  lagipula  masing bidang punya peran sendiri  kenapa sebagian bidang mala,Laki-laki,"selingkuh, lobang kubur","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Naik kejaksaan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
3490,happy,jam   wib berangkat  ati atiii yaaa bapak sayang    teteh hanna sayang    pokoknya kirim kabar terus lewat wa yah  kirim foto foto  bapaaakk  jagain teteh hanna loh  lancar selamat sehat sampai balik pulang ke rumah dst ya  have fuuunn     ,Laki-laki,pelacur,KUHP Pasal 310,Penyelidikan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
3491,love,seluas itulah aku mengasihimu   teruntuk kamu yang entah ada dimana saat ini   sehat dan bahagia selalu dalam tuhan  ,Laki-laki,Kodok betina,Pasal 315 KUHP,dihentikan karena restorative jaustice,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
3492,fear, bb  maap oot  kemarin malem di chat aku berantem sama pacar terus aku bilang udahan saja sambil maki gitu terus dia balesnya doang sampai sekarang dia tidak ngechat aku juga engga  menurut kalian sudah putus belom sih  makasi,Laki-laki,"peselingkuh gatel, bangsat, asu",UU ITE 27 Ayat 3,Restorative Justice,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
3493,happy,bersama peserta dari agats  indahnya budaya indonesia,Perempuan,Kodok betina,Pasal 315 KUHP,dihentikan karena restorative jaustice,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen
3494,love,anak adalah kepada mereka kita mencurahkan sayang  harapan  sekaligus rasa takut akan kehilangan  peluk mereka  rengkuh mereka  tengadahkan wajah mereka ke langit  agar mereka tahu sayang kita begitu sengit  selamat hari anak ,Perempuan,"Cina, anus, toilet, jamban, tai",Pasal 315 KUHP,vonis 2 tahun,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
3495,love,i am so fall in cinta with this song  secara jatuh cinta mendengarkanya  ternyata dirilis  dan aku baru tau sekarang       ,Perempuan,"pembohong, pendusta","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",vonis 2 tahun,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen Protestan
3496,happy,belajar bilang alhamdulillah kalau dikasih masa masa yang sulit  alhamdulillah allah masih sayang  makanya diuji  alhamdulillah diingetinnya di dunia  biar di akhirat tidak masuk neraka  sedap betul ,Perempuan,"babi, muslim, fuck",UU ITE 27 Ayat 3,lidik,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
3497,fear,nah  semenjak itu aku mulai ngerasa takut untuk menjalin hubungan lagi  aku takut di boongin sumpah  trauma banget ,Perempuan,penipu,Pencemaran nama baik,Restorative Justice,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
3498,love,aku tidak ngerti lagi kenapa sayang sekali sama mereka  apalagi daehyun tahun ngikutin mereka  mau menang atau kalah tetep care nya ke mereka,Laki-laki,"peselingkuh gatel, bangsat, asu",Pencemaran,vonis 2 tahun,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
3499,love,bapa surgawi tidak sedang diam dan menunggu sampai kita dapat berdoa dengan benar  kita dapat datang kepada nya dengan setiap kebutuhan kita  karena kita yakin bahwa dia memahami dan menerima kita dengan kasih ,Laki-laki,"pembohong, pendusta",Pencemaran nama baik,Restorative Justice,PENCEMARAN NAMA BAIK,Kristen Protestan
3500,happy,momen istimewa juga bukan hnya bersama si diatapi kadang juga perkumpulan sederhana bareng sobat juga bermakna demikian  ,Perempuan,penipu,KUHP Pasal 310,Naik kejaksaan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
3501,sadness,pesan gambar masuk  isinya gini  batas menyelesaikan kbt sampai tanggal  juli  lebih dari itu dicabut dari sk yudisium dan daftar wisuda  dan auto bayar ukt mules dong  ternyata bukan fakultasku  bye,Laki-laki,"Cina, anus, toilet, jamban, tai",UU ITE 27 Ayat 3,Restorative Justice,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen
3502,happy,lg ngebayangin  entar wisuda punya calon pacar datang kasih kado sambil ada caption  calon wife selamat lulus   sambil senyum bahagia  yaampun semoga jadi kenyataan,Laki-laki,"babi, biongo","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Restorative Justice,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
3503,happy,goyangan si cowok asyik banget  sumpah aku suka lihat goyangannya,Laki-laki,"pembohong, pendusta",Pasal 315 KUHP,Naik kejaksaan,PENCEMARAN NAMA BAIK,Islam
3504,love,teringat lagi masa dan kisah ku dulu saat tubuh masih terselimut putih abu yang baru kusadari pada saat itu bahwa cinta pertama menghampiriku,Perempuan,"peselingkuh gatel, bangsat, asu",UU ITE 27 Ayat 3,dihentikan karena restorative jaustice,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
3505,happy,   iyaaa ya mas mudah memberi gelar sama yang tidak sepaham  padahal hidup memang lebih indah karena banyak warna dan perbedaan supaya kita didewasakan baik iman dan prilaku karena semua mahluk ciptaan tuhan,Perempuan,"babi, muslim, fuck",UU ITE 27 Ayat 3,Naik kejaksaan,PENCEMARAN NAMA BAIK,Islam
3506,love,jhope  tetapi jika aku melihatnya dalam pandangan yang berbeda  aku tidak bisa mengatakan bahwa aku tidak kelelahan  ini bisa menjadi salah satu alasan bagi ku untuk mendapatkan kekuatan  aku pikir ini adalah kesulitan yang baik  istirahat ya sayang,Perempuan,Kodok betina,Pasal 315 KUHP,Naik kejaksaan,PENCEMARAN NAMA BAIK,Islam
3507,sadness,harusnya kamu bahagia kayun    karena khia sudah merelakan ngetag kayun  meluangkan sedikit waktu untuk mengingat kayun  tapi kayunya bukanya seneng malah begitu   kaya ada sedih sedihnya gitu wkwkw,Perempuan,"pembohong, pendusta",Pencemaran nama baik,dihentikan karena restorative jaustice,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
3508,love,bukti bahwa kita mengasihi tuhan adalah jika kita mengasihi sesama kita  mengapa kita harus memiliki kasih dan mengasihi sesama kita  karena allah telah terlebih dahulu mengasihi kita ,Perempuan,"bom, tidak tahu diri",Pencemaran nama baik,Penyelidikan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Islam
3509,sadness,sesedih ini kah jauh dari yang bener bener sayang sama kita  aku di pindahkan lagi di kelas bawah lantai   dan sendiri tanpa teman susah kalau lagi sedih  lagi happy  cerita pun tidak bisa ,Perempuan,pelacur,Pasal 315 KUHP,vonis 2 tahun,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen Protestan
3510,fear,   lihat lgs sit  aku smp teriak mana aku lagi dikamar mandi kalau diinget serem banget memang wk  terus pas aku tidur juga pernah malem ada genderuw  di depan kasur aku  tuh aku smp nangis karena dia tidak mau pergi ,Perempuan,"fuck, fucking bitch, fat bitch",Pencemaran nama baik,dihentikan karena restorative jaustice,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen Protestan
3511,love,neng cinta abang ke eneng tuh seujung kuku  kecil tapi slalu tumbuh tiap hari ,Laki-laki,"Cina, anus, toilet, jamban, tai",pengancaman,Naik kejaksaan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen Protestan
3512,anger,punya utang udah tahun ditagih ngilangan  tapi kalau ada hp keluaran terbaru gapernah ketinggalan  punya otak gasih  dikira sininya gabutuh duit apa  iya kalau utangnya dikit lah ini,Laki-laki,Kodok betina,"Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",vonis 2 tahun,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
3513,fear,hilma  temen adek  kemarin main rumah   curhat   mbak aku kok telat lama yaa padahal kan ini sudah mau lebaran  kata tmnku kalau minum sangobion sama vit nanti bisa langsung dapet ya   terus ku bilang   coba saja kali beruntung hil  padahal mbatin   hmm aku kan juga telat  bisa ini dicoba   ,Laki-laki,Kodok betina,"Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Penyelidikan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
3514,love,akumencintamu karena aku dari awal yakin aku dapat menjadi apa yang kau butuhkan dan apa yang kau selama ini cari ,Laki-laki,"peselingkuh gatel, bangsat, asu",UU ITE 27 Ayat 3,Penyelidikan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
3515,sadness,waktu sd pernah dapat kesempatan seleksi untuk masuk tim kecamatan ke popda tingkat kabupaten  waktu ujicoba lawan kecamatan tetangga  saya cetak  gol  pertandingan berakhir    saya tidak lolos seleksi  yang lolos untuk posisi striker anaknya guru,Laki-laki,"selingkuh, lobang kubur",UU ITE 27 Ayat 3,vonis 2 tahun,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
3516,fear,dan pas di jalan tiap waktu aku nengok ke belakang  masih ada mobil mereka  pas sudah nyampe surabaya tiba tiba mobil mereka sudah tidak keliatan    aku takut banget mereka kenapa   ,Laki-laki,"fuck, fucking bitch, fat bitch",KUHP Pasal 310,Naik kejaksaan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen
3517,happy,gatau siapa gakenal wkwk itu jelek sangat mel yang di samping kamu siapa si wkwk new avatar   wkwk,Laki-laki,pelacur,KUHP Pasal 310,Putusan,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen Protestan
3518,anger,kasus via vallen  itu juga sering terjadi kok  dari yang aku kenal orang nya sampai tidak aku kenal orang nya  sering bertebaran gambar t di dm aku   messenger  wa lah yang aku lakukan block  block or report akun nya  kelar,Perempuan,"peselingkuh gatel, bangsat, asu",KUHP Pasal 310,Penyelidikan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen
3519,happy,    hai tweeps  lewat sini aku ingin cerita nih yah tentang ramadan yang penuh berkah  ini kali pertama aku ramadan dengan situasi seperti ini dan sangat berkesan untuk aku pribadi sehari sebelum ramadan aku diajak jadi penyiar di studio yayasan masy muslim freeport indo,Laki-laki,"peselingkuh gatel, bangsat, asu",Pasal 315 KUHP,Penyelidikan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Islam
3520,love,pada saat kamu menangis merengek meminta boneka atau mainan baru  mama menatapmu iba  tetapi papa akan mengatakan dengan tegas    boleh  kita beli nanti  tapi tidak sekarang ,Perempuan,"bom, tidak tahu diri",Pencemaran nama baik,vonis 2 tahun,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
3521,love,ia menyentuh tangan yang mengusap pipinya lembut  monika memejamkan matanya seakan merasakan kasih sayang yang nyata dari yuno   aku tidak akan bisa berhenti mencintaimu  ,Perempuan,pelacur,KUHP Pasal 310,Putusan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
3522,happy,tiket bioskop ayat cinta  masih disimpen dan dijadiin pembatas buku  nonton berempat jaman rsut sama keluarga  definisi bersyukur ada yang nengokin dan diajak jalan  keluar dari asrama sebentar,Laki-laki,"Cina, anus, toilet, jamban, tai",UU ITE 27 Ayat 3,dihentikan karena restorative jaustice,PENCEMARAN NAMA BAIK,Islam
3523,happy,all we know of heaven  all we need of hell   pvris    aku ngikutin pvris dari awal  aku rasa album yang sekarang lagunya lebih mature  sangar  dark  tapi fragile  konsep keseluruhan album   mv   dll nya keren parah  aku suka lagu mercy  anyone else  sama winter   ,Laki-laki,"Cina, anus, toilet, jamban, tai",UU ITE 27 Ayat 3,vonis 2 tahun,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen Protestan
3524,love,meneriakkan namamu di deras hujan  memandangmu dari kejauhan  dan berdoa di hening malam  cinta dalam diam ini lah yang mampu kupertahankan           ,Laki-laki,"Cina, anus, toilet, jamban, tai",Pencemaran,dihentikan karena restorative jaustice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen Protestan
3525,fear,   yess aku terlalu pemilih dan kriteriaku suka ketinggian gitu  terlebih lagi aku bosenan  takut saja gitu pas udah nikah tau tau bosen   ,Laki-laki,"peselingkuh gatel, bangsat, asu","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",vonis 2 tahun,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
3526,love,sahabat aku  ada di ava tuh tidak  polos  tapi dia baik pake banget  care banget  lucu  pinter juga  sayang dia,Laki-laki,penipu,UU ITE 27 Ayat 3,lidik,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
3527,sadness,helloo  liburan kapan liburan    kerja teyuss  lebaran pun on teyus liburan sekolah udah mau selesai  elisoulea           ,Perempuan,"babi, biongo",KUHP Pasal 310,lidik,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen
3528,fear,gara pernah baca orang ditelp cuma ditanya  benar ini dengan  sebut nama yang ditelp    dan si penerima jawab  iya  abis itu ditutup telpnya  sekarang tiap angkat telpon dari nomor tidak dikenal selalu balik nanya dari siapa  perlu apa  sebelum jawab nama aku bener yang dia sebut  ngeri cuy,Perempuan,"babi, muslim, fuck",KUHP Pasal 310,lidik,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen
3529,happy,karena mendengar adzan maghrib  pihak panpel persija vs persebaya kemarin segera membatalkan pertandingan   ,Laki-laki,"peselingkuh gatel, bangsat, asu",Pasal 315 KUHP,Penyelidikan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
3530,anger,   buka rekening baru di mandiri ribet harus ada no telpon rumah or kantor  terus kalau pekerja di pasar tidak bisa nabung di mandiri donk  ,Laki-laki,"pembohong, pendusta",KUHP Pasal 310,dihentikan karena restorative jaustice,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen
3531,happy,jd ceritanya adekku pinjem buku paket ke mantan kk kelas yang sudah lulus nah tidak sengaja nemuin kertas nyelip disalah satu halaman pas adekku baca bilang eh mb surat cinta  terus ku baca dengan bersuara,Perempuan,pelacur,"Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Penyelidikan,PENCEMARAN NAMA BAIK,Kristen Protestan
3532,love,wanita itu makhluk yang lembut sekali  jika kau mau mengajarinya sesuatu maka sudah sewajarnya dengan kelembutan pula  sebelum tidur  sambil memeluknya  mulailah kau mengajarinya  kau beritahu dengan tutur yang baik  dan dengan belaian kasih sayang tentunya ,Laki-laki,"bom, tidak tahu diri",Pasal 315 KUHP,Restorative Justice,PENCEMARAN NAMA BAIK,Islam
3533,fear,area alor gajah  masjid tanah  jalan nak tidak pengkalan balak etc tu  kalau boleh memang aku elakkan jalan malam malam  oh seram ,Perempuan,"Cina, anus, toilet, jamban, tai",KUHP Pasal 310,Putusan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
3534,anger,      saya tidak krj karena harus merawat ibu saya yang sudah pikun hanya jualan di rmh karena kamu hanya ber kalau kln bl tega merampok cashback cuman sbgai uang makan kamu juga ibu dan anak buat apa kalian puasa ,Laki-laki,"babi, biongo",KUHP Pasal 310,dihentikan karena restorative jaustice,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen
3535,fear,   masa kecil yang pling diingat itu kalau barangkt sekolah itu mnta diantar ibuk terus karena takut kesekolah sendian dan harus dibelikan permen dulu biar mau berngkat gitu dech scra aku orang pendiem dan takut kepada teman       ,Laki-laki,"bom, tidak tahu diri",Pasal 315 KUHP,Restorative Justice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Islam
3536,anger,min    info perka pagi kereta langsir di thb donk     jadi pnp    bisa antisipasi di stasiun sebelumnya jangan pas di tengah sinmas ditahan  menit buat nunggu langsiran kajj,Laki-laki,Kodok betina,UU ITE 27 Ayat 3,Putusan,PENCEMARAN NAMA BAIK,Kristen Protestan
